30285885	等什么君
12408182	薛明媛
12085562	买辣椒也用券
12867228	戴羽彤
7063	A-Lin
9270	萨顶顶
9808	王胜娚
12308369	黄诗扶
893259	金玟岐
188565	银临
30700959	superluckyqi
10473	袁娅维
7122	阿肆
10558	周笔畅
9940	徐佳莹
8336	林忆莲
7219	蔡依林
12172529	封茗囧菌
12258420	AY楊佬叁
8325	梁静茹
8326	刘若英
12262303	于果
1039895	谢春花
1024308	张碧晨
10562	张韶涵
12276375	NINEONE#
30109622	妖姬
768208	AGA
12358435	很美味
12277185	锦零
32674400	你的二智bb
906118	洛天依
10199	杨丞琳
12037181	徐海俏
12206844	丁芙妮
7225	陈慧娴
10559	张惠妹
30207301	蓝心羽
1038099	VaVa毛衍七
12419710	曲肖冰
32725601	苏晗
30285508	王玉萌
1137391	雷雨心
840134	刘瑞琦
28863695	司南
9952	谢安琪
12048239	王梓钰
188558	Aki阿杰
9941	许飞
961358	不才
7570	邓丽君
12213291	张叶蕾
12459252	宿羽阳
31136991	粥粥zxr
7409	岑宁儿
10200	郁可唯
12003038	凯瑟喵
10572	张芸京
1071031	Jam
9605	卫兰
13288117	小星星Aurora
12390184	王天戈
9178	曲婉婷
1056002	三无MarBlue
8334	刘惜君
12262634	季彦霖
7898	HITA
7891	韩红
13128032	王大毛
32747902	耳朵玥
9615	吴雨霏
1172023	刘至佳
10561	张靓颖
7217	陈绮贞
12038016	李瑨瑶
1158065	宇西
12037229	木小雅
7235	陈慧琳
32042995	糯米Nomi
7763	G.E.M.邓紫棋
14312549	王贰浪
8103	花粥
31051426	杨胖雨
7214	蔡健雅
12923493	二胖u
1007170	陈粒
9272	孙燕姿
12077204	陈壹千
9548	田馥甄
15022053	88rising
31862479	国风堂
1047139	RAiNBOW计划
12977	逃跑计划
11562	F.I.R.
1039873	茄子蛋
11097	By2
1160085	Fine乐团
12320562	红人馆
711683	好妹妹
32508014	R1SE
11257	C-BLOCK
1195028	鹿先森乐队
12204436	安全着陆
1047337	英雄联盟
12296026	不靠谱组合
12437	牛奶咖啡
12052034	昼夜
12503194	新乐尘符
14017398	Gifty
12060031	洛少爷
11679	GALA
12200652	活死人
11363	动力火车
12971	痛仰乐队
12676071	老王乐队
11561	飞轮海
30003804	404 RAPPER
12065135	王尔康
30380203	浙音4811（一个大金意）
12191014	宝楽CNBALLER
1161201	满汉全席
12063096	橙光音乐
13283	信乐团
12327097	RT
12072073	Gosh Music
12604	青鸟飞鱼
11265	草蜢
11370	丢火车
11015	阿里郎
12438	南拳妈妈
11074	落日飞车
12721	Soler
1085047	棱镜
1138028	饭碗的彼岸
12074125	ANU
12475735	展展与罗罗
12138261	千坂
166005	小蓓蕾组合
12002183	安子与九妹
13418	羽·泉
30892270	221小伙伴
13223	万能青年旅店
11761	花儿乐队
32041318	恋恋故人难
12079231	邱有句
13584	至上励合
12459208	MushrooM（蘑菇兄弟）
12639	霹雳布袋戏
12003155	直火帮 Straight Fire Gang
1211039	LJY
900347	小旭音乐
1153005	situasian张太郎
900021	盘尼西林
1184074	橘子海 (Orange Ocean)
12127507	Round_2
1145026	小石头和孩子们
32540734	塞壬唱片-MSR
11952	JS
12676697	告五人
12081	筷子兄弟
13200	顽童MJ116
12228845	曲贺
11564	凤凰传奇
31286	The Shanghai Restoration Project
12266	Mr.
11109	八三夭
12039082	长气制作
1015069	Hello Nico
12181	龙井说唱
12128298	一棵小葱
11238	刺猬
1050216	爱星人
12608	青蛙
11088	Crispy脆乐团
13790589	快乐男孩Joy Fresh
12111	旅行团
12359027	HAS
1015121	UNIQ
12174521	音阙诗听
122455	群星
12002201	Higher Brothers
11127	Beyond
1050282	房东的猫
189873	南征北战NZBZ
14714082	宝宝巴士
13193	五月天
12707	苏打绿
12709	S.H.E
9823	魏新雨
7424	程响
13972109	肖战
9061	那英
964108	吴亦凡
939088	易烊千玺
5047	胜屿
8327	李宇春
167013	庄心妍
12288688	麦小兜
4485	马天宇
5073	宋冬野
6454	张信哲
12356407	白小白
12947071	胡66
816248	于文文
8234	蒋雪儿
9606	王心凌
827728	TFBOYS
3273	胡夏
3181	贺一航
8332	降央卓玛
4130	李玉刚
30405247	半阳
999220	王俊凯
9292	孙露
1132343	SING女团
6470	郑源
2517	刀郎
188694	蒋蒋
166010	梁博
1038093	鹿晗
166014	金志文
9269	容祖儿
5358	王杰
956386	王源
3695	李健
1047015	张艺兴
222871	伍佰 & China Blue
1032298	鞠婧祎
1026069	花僮
5347	汪峰
4895	任贤齐
6068	杨坤
2164	陈伟霆
12760978	广东雨神
12186038	叶炫清
3683	李宗盛
918054	刘珂矣
3692	林志炫
12107534	冯提莫
975714	叶洛洛
2863	高进
10608	卓依婷
13642178	大神慧
3705	李圣杰
3118	黑龙
1140028	承利
2747	费玉清
7228	陈瑞
5103	孙子涵
12108770	迪丽热巴
9945	萧亚轩
1876	阿杜
4015	冷漠
5786	徐誉滕
905476	夏婉安
1177014	韩安旭
9665	王心雅
27693474	火箭少女101
12141065	倪尔萍
3064	胡歌
3459	姜玉阳
12262268	金6
10763	曾沛慈
7912	韩宝仪
7534	丁当
4069	六哲
7652	范玮琪
2963	高安
4873	奇然
1025202	黄子韬
12132566	安苏羽
4941	孙楠
2849	古巨基
12487185	谭松韵
4726	Pianoboy高至豪
3694	罗志祥
4592	马頔
9635	乌兰托娅
10370	云菲菲
12083175	排骨教主
9203	戚薇
12154277	DJ
9939	弦子
8259	金莎
13282	新裤子
8711	龙梅子
4813	齐秦
12098150	贺敬轩
2842	光良
2569	丁可
1054159	任素汐
10846	张冬玲
6443	印能法师
9838	乌兰图雅
932053	蓝波
1025271	刘旭阳
5195	Tank
10412	云朵
7777	高胜美
12712	水木年华
976213	寂悸
3348	回音哥
8353	李翊君
6075	庾澄庆
2127	陈柏宇
3073	黄凯芹
827163	金贵晟
3466	姜鹏
12176360	刘增瞳
6936	张北北
4093	李行亮
8329	梁咏琪
5785	谢军
6468	郑智化
5354	伍佰
8281	金南玲
7200	本兮
2524	大张伟
2098	暴林
1047118	秋裤大叔
2115	陈百强
3058	后弦
2201	陈势安
9489	谭维维
2118	成龙
1115075	西瓜JUN
4678	南宫嘉骏
5379	韦礼安
6040	萧全
10577	周慧敏
6491	郑伊健
1159045	齐一
3063	黄义达
6473	郑中基
14470079	CG
8993	门丽
8921	毛阿敏
2516	迪克牛仔
9039	梦然
12933	神马乐团
2738	方大同
3706	林子祥
11995107	周冬雨
1094010	摩登兄弟刘宇宁
1132738	张磊
3086	海鸣威
6459	张雨生
3415	霍尊
12282733	黑崎子
7535	戴佩妮
9959	香香
5782	许冠杰
1146106	苏琛
1026105	印子月
2124	陈楚生
10607	祖海
5199	邰正宵
1137192	DJ小鱼儿
5200	屠洪刚
7760	郭静
3071	郝云
12302029	王冕
2793	樊少华
9106	彭羚
9943	许茹芸
7233	陈明
9384	司徒兰芳
166018	吉克隽逸
8918	梅艳芳
768224	任妙音
7541	董真
3765	李易峰
10135	许佳慧
7896	黄小琥
7061	阿桑
3456	姜育恒
12065133	以冬
187564	T.R.Y
3249	河图
9577	唐古
3563	金久哲
5793	小沈阳
9963	徐千雅
9102	彭佳慧
203162	方雅贤
3697	卢冠廷
4486	毛宁
9274	苏芮
10571	郑秀文
7224	陈淑桦
3686	罗大佑
4947	孙耀威
7998	杭娇
5350	吴克群
8922	孟庭苇
12213335	枫宇辰
4833	祁隆
3812	刘可
5773	谢霆锋
4619	马旭东
166016	张赫宣
844123	云飞
28389406	火箭少女101段奥娟
3682	老狼
8321	陈芳语
1038040	赵紫骅
7713	樊竹青
3093	黄征
4863	齐晨
908167	格子兮
10371	姚贝娜
7220	蔡琴
5198	腾格尔
905426	金润吉
2414	曹越
6487	张智霖
10206	杨钰莹
5203	汤潮
2614	大哲
12985	Twins
1881	阿木
784453	刘思涵
1058098	王晰
1040065	萌萌哒天团
7662	范晓萱
1188095	星月组合
7342	陈韵若
4320	刘辰希
11427	东城卫
8355	李娜
4569	麦振鸿
8704	蓝琪儿
3793	陆虎
7481	崔子格
9612	温岚
7771	龚玥
10704	赵鑫
6464	张卫健
8344	刘沁
10782	郑欣宜
7537	邓丽欣
9942	许美静
8330	卢巧音
3255	黄渤
9604	王若琳
1211046	GAI周延
